travelcode,usercode,name,place,days,price,total,date,price_per_day
1014.0,9.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-01-23,45.2925
1016.0,9.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-02-06,210.728
1018.0,9.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-02-20,40.26
1025.0,9.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-04-09,210.728
1034.0,9.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-06-11,208.67999999999998
1035.0,9.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-06-18,48.312
1038.0,9.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-07-09,123.81
1041.0,9.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-07-30,166.432
1048.0,9.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-09-17,234.765
1051.0,9.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-10-08,111.28
1052.0,9.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-10-15,198.096
1053.0,9.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-10-22,92.73333333333333
1055.0,9.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-11-05,197.5575
1065.0,9.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-01-14,124.4925
1067.0,9.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-01-28,197.5575
1077.0,9.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-04-08,30.195
1078.0,9.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-04-15,197.5575
1084.0,9.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-05-27,82.995
1090.0,9.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-07-08,124.4925
1091.0,9.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-07-15,40.26
1093.0,9.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-07-29,48.312
1095.0,9.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-08-12,131.705
1096.0,9.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-08-19,45.2925
1101.0,9.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-09-23,185.715
1103.0,9.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-10-07,250.26399999999998
1106.0,9.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-10-28,45.2925
1113.0,10.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-10-03,121.44
1119.0,10.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2019-11-14,197.5575
1125.0,10.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2019-12-26,198.096
1133.0,10.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-02-20,198.096
1136.0,10.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-03-12,175.60666666666668
1139.0,10.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-04-02,30.195
1144.0,10.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-05-07,45.2925
1150.0,10.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-06-18,131.705
1151.0,10.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-06-25,132.792
1157.0,10.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-08-06,185.715
1160.0,10.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-08-27,197.5575
1162.0,10.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-09-10,121.44
1164.0,10.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-09-24,48.312
1166.0,10.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-10-08,250.416
1167.0,10.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-10-15,110.66000000000001
1173.0,10.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2020-11-26,250.416
1174.0,10.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-12-03,123.81
1177.0,11.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2019-10-03,40.26
1180.0,11.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2019-10-24,208.67999999999998
1183.0,11.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2019-11-14,198.096
1184.0,11.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2019-11-21,210.728
1188.0,11.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-12-19,69.55
1190.0,11.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-01-02,69.55
1192.0,11.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-01-16,175.60666666666668
1193.0,11.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-01-23,132.792
1198.0,11.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-02-27,234.765
1201.0,11.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-03-19,208.67999999999998
1202.0,11.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-03-26,40.26
1204.0,11.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-04-09,123.81
1209.0,11.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-05-14,92.73333333333333
1213.0,11.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-06-11,123.81
1220.0,11.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-07-30,132.792
1222.0,11.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-08-13,208.67999999999998
1226.0,11.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-09-10,182.16
1227.0,11.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-09-17,110.66000000000001
1238.0,11.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-12-03,194.304
1250.0,11.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-02-25,121.44
1252.0,11.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-03-11,138.69333333333333
1255.0,11.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-04-01,69.55
1257.0,11.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-04-15,182.16
1262.0,11.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-05-20,111.28
1263.0,11.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-05-27,210.728
1268.0,11.0,Hotel A,Florianopolis (SC),4.0,313.02,1252.08,2021-07-01,250.416
1270.0,11.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-07-15,124.4925
1271.0,11.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-07-22,234.6225
1274.0,11.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-08-12,208.67999999999998
1276.0,11.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2021-08-26,156.51
1278.0,11.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-09-09,156.03
1280.0,11.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-09-23,185.715
1281.0,11.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-09-30,124.4925
1282.0,11.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-10-07,194.304
1283.0,11.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-10-14,92.73333333333333
1289.0,11.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-11-25,69.55
1290.0,11.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-12-02,156.03
1292.0,11.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-12-16,175.60666666666668
1294.0,11.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-12-30,210.728
1299.0,11.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2022-02-03,121.44
1301.0,11.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-02-17,82.995
1303.0,11.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-03-03,198.096
1316.0,11.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2022-06-02,165.08
1319.0,11.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2022-06-23,156.03
1322.0,11.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2022-07-14,161.92
1325.0,11.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-08-04,197.5575
1327.0,11.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-08-18,234.765
1328.0,11.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-08-25,48.312
1334.0,11.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-10-06,166.432
1349.0,11.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2023-01-19,69.55
1350.0,11.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2023-01-26,156.03
1357.0,11.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2023-03-16,30.195
1362.0,11.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2023-04-20,110.66000000000001
1365.0,11.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2023-05-11,121.44
1368.0,12.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-09-26,121.44
1369.0,12.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2019-10-03,124.4925
1371.0,12.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2019-10-17,104.02
1378.0,12.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-12-05,82.995
1380.0,12.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-12-19,132.792
1383.0,12.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-01-09,194.304
1388.0,12.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-02-13,156.415
1389.0,12.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-02-20,208.5533333333333
1391.0,12.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-03-05,124.4925
1396.0,12.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-04-09,185.715
1397.0,12.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-04-16,210.728
1398.0,12.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-04-23,48.312
1400.0,12.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-05-07,131.705
1404.0,12.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-06-04,124.4925
1405.0,12.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-06-11,111.28
1407.0,12.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-06-25,156.51
1408.0,12.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-07-02,69.55
1412.0,12.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-07-30,194.304
1414.0,12.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-08-13,156.415
1415.0,12.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-08-20,234.765
1417.0,12.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-09-03,156.03
1420.0,12.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-09-24,82.995
1425.0,12.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-10-29,156.415
1429.0,12.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-11-26,156.03
1431.0,12.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-12-10,104.325
1435.0,12.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-01-07,194.304
1440.0,13.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2019-10-10,250.26399999999998
1441.0,13.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-10-17,175.60666666666668
1442.0,13.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2019-10-24,138.69333333333333
1443.0,13.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2019-10-31,198.096
1444.0,13.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2019-11-07,110.66000000000001
1445.0,13.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-11-14,82.995
1447.0,13.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2019-11-28,208.5533333333333
1453.0,13.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-01-09,208.67999999999998
1454.0,13.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-01-16,210.728
1456.0,13.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-01-30,175.60666666666668
1463.0,13.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-03-19,197.5575
1466.0,13.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-04-09,111.28
1470.0,13.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-05-07,40.26
1476.0,13.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-06-18,210.728
1479.0,13.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-07-09,208.5533333333333
1482.0,13.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-07-30,48.312
1483.0,13.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-08-06,82.995
1495.0,13.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-10-29,194.304
1496.0,13.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-11-05,197.5575
1499.0,13.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-11-26,208.67999999999998
1503.0,13.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-12-24,194.304
1505.0,13.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-01-07,208.5533333333333
1507.0,13.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-01-21,156.415
1508.0,13.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-01-28,40.26
1518.0,13.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-04-08,110.66000000000001
1524.0,13.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-05-20,250.26399999999998
1525.0,13.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-05-27,110.66000000000001
1526.0,13.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-06-03,197.5575
1528.0,13.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-06-17,132.792
1534.0,13.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-07-29,166.432
1535.0,13.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-08-05,166.432
1536.0,13.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-08-12,131.705
1538.0,13.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-08-26,69.55
1539.0,13.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-09-02,210.728
1540.0,13.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-09-09,30.195
1546.0,13.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-10-21,156.03
1548.0,13.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-11-04,131.705
1554.0,13.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-12-16,48.312
1556.0,13.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-12-30,210.728
1557.0,13.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2022-01-06,194.304
1566.0,13.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2022-03-10,156.03
1575.0,13.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2022-05-12,30.195
1576.0,13.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-05-19,198.096
1587.0,13.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2022-08-04,45.2925
1592.0,13.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2022-09-08,138.69333333333333
1602.0,13.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2022-11-17,182.16
1604.0,13.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2022-12-01,30.195
1607.0,13.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-12-22,198.096
1610.0,13.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2023-01-12,182.16
1612.0,13.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2023-01-26,156.03
1618.0,14.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-10-03,175.60666666666668
1621.0,14.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-10-24,82.995
1622.0,14.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2019-10-31,182.16
1625.0,14.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-11-21,131.705
1636.0,14.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-02-06,208.67999999999998
1640.0,14.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-03-05,210.728
1642.0,14.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-03-19,40.26
1651.0,14.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-05-21,132.792
1652.0,14.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-05-28,197.5575
1663.0,15.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-11-07,48.312
1666.0,15.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-11-28,156.415
1670.0,15.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2019-12-26,156.51
1673.0,15.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-01-16,185.715
1676.0,15.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-02-06,104.02
1679.0,15.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-02-27,182.16
1680.0,15.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-03-05,45.2925
1685.0,15.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-04-09,40.26
1686.0,15.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-04-16,250.26399999999998
1689.0,15.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-05-07,92.73333333333333
1690.0,15.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-05-14,234.6225
1696.0,15.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-06-25,138.69333333333333
1699.0,15.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-07-16,131.705
1705.0,15.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-08-27,124.4925
1712.0,15.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-10-15,110.66000000000001
1713.0,15.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-10-22,48.312
1719.0,15.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-12-03,131.705
1722.0,15.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-12-24,234.6225
1733.0,15.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-03-11,210.728
1735.0,15.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-03-25,208.5533333333333
1737.0,15.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-04-08,156.03
1739.0,15.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-04-22,138.69333333333333
1740.0,15.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2021-04-29,208.67999999999998
1744.0,15.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-05-27,208.5533333333333
1745.0,15.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-06-03,210.728
1747.0,15.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-06-17,156.03
1748.0,15.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-06-24,30.195
1751.0,15.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-07-15,48.312
1752.0,15.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-07-22,161.92
1755.0,15.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-08-12,132.792
1756.0,15.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-08-19,40.26
1757.0,15.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-08-26,92.73333333333333
1761.0,15.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-09-23,182.16
1765.0,15.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-10-21,48.312
1770.0,15.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-11-25,123.81
1774.0,15.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-12-23,175.60666666666668
1777.0,15.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2022-01-13,121.44
1778.0,15.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2022-01-20,69.55
1779.0,15.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2022-01-27,40.26
1784.0,15.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2022-03-03,234.765
1785.0,15.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2022-03-10,92.73333333333333
1787.0,15.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2022-03-24,175.60666666666668
1789.0,15.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2022-04-07,45.2925
1792.0,15.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-04-28,197.5575
1794.0,15.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2022-05-12,124.4925
1797.0,15.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2022-06-02,124.4925
1804.0,15.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2022-07-21,110.66000000000001
1805.0,16.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2019-09-26,165.08
1808.0,16.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2019-10-17,45.2925
1811.0,16.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2019-11-07,156.03
1812.0,16.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-11-14,166.432
1817.0,16.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2019-12-19,138.69333333333333
1819.0,16.0,Hotel A,Florianopolis (SC),1.0,313.02,313.02,2020-01-02,156.51
1823.0,16.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-01-30,208.5533333333333
1827.0,16.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-02-27,82.995
1828.0,16.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-03-05,45.2925
1832.0,16.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-04-02,124.4925
1833.0,16.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-04-09,132.792
1836.0,16.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-04-30,48.312
1843.0,16.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-06-18,121.44
1852.0,16.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-08-20,197.5575
1854.0,16.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-09-03,82.995
1856.0,16.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-09-17,208.67999999999998
1859.0,16.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2020-10-08,234.765
1863.0,16.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-11-05,161.92
1865.0,16.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-11-19,156.03
1867.0,16.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-12-03,234.6225
1868.0,16.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-12-10,156.03
1869.0,16.0,Hotel A,Florianopolis (SC),2.0,313.02,626.04,2020-12-17,208.67999999999998
1873.0,16.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-01-14,156.415
1877.0,16.0,Hotel A,Florianopolis (SC),3.0,313.02,939.06,2021-02-11,234.765
1881.0,16.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-03-11,69.55
1883.0,16.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-03-25,111.28
1884.0,16.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-04-01,197.5575
1898.0,16.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-07-08,234.6225
1899.0,16.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-07-15,210.728
1907.0,16.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-09-09,250.26399999999998
1908.0,16.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-09-16,110.66000000000001
1911.0,16.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-10-07,82.995
1914.0,16.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-10-28,40.26
1915.0,16.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-11-04,110.66000000000001
1916.0,16.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-11-11,110.66000000000001
1917.0,16.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-11-18,82.995
1930.0,16.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-02-17,132.792
1934.0,16.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2022-03-17,131.705
1935.0,16.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2022-03-24,92.73333333333333
1936.0,16.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-03-31,156.415
1937.0,16.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-04-07,156.415
1940.0,16.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2022-04-28,123.81
1947.0,16.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2022-06-16,210.728
1948.0,16.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-06-23,82.995
1952.0,16.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2022-07-21,121.44
1953.0,16.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2022-07-28,175.60666666666668
1955.0,16.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2022-08-11,131.705
1956.0,16.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2022-08-18,69.55
1957.0,16.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2022-08-25,194.304
1960.0,16.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2022-09-15,123.81
1974.0,17.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2019-12-26,104.325
1976.0,17.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-01-09,234.6225
1978.0,17.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-01-23,121.44
1988.0,17.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-04-02,111.28
